Name,Code,Region,Industry,is_alive,expiry_date
"Anhui Fengxing Wear Resistant Materials Co., Ltd.",002760,East China,Manufacturing,1,
"Dohia Group Co., Ltd.",002761,Central China,Construction,1,
"JINFA LABI MATERNITY & BABY ARTICLES CO.,LTD.",002762,South China,Manufacturing,1,
"ShenZhen HuiJie Group Co., Ltd.",002763,South China,Manufacturing,1,
"Landai Technology Group Corp., Ltd.",002765,SouthWest China,Manufacturing,1,
"Shenzhen Soling Industrial Co.,Ltd.",002766,South China,Manufacturing,1,
"HANGZHOU INNOVER TECHNOLOGY CO., LTD.",002767,East China,Manufacturing,1,
"QINGDAO GON TECHNOLOGY CO., LTD.",002768,East China,Manufacturing,1,
"Shenzhen Prolto Supply Chain Management Co., Ltd.",002769,South China,Business Service,1,
"HENAN KEDI DAIRY CO.,LTD.",002770,Central China,Manufacturing,1,
Beijing Transtrue Technology Inc.,002771,North China,Information Technology,1,
"Tianshui Zhongxing Bio-technology Co., Ltd.",002772,NorthWest China,Agriculture,1,
"Chengdu Kanghong Pharmaceutical Group Co., Ltd",002773,SouthWest China,Manufacturing,1,
"IFE Elevators Co.,LTD.",002774,South China,Manufacturing,1,
"Shenzhen Wenke Landscape Co., Ltd.",002775,South China,Construction,1,
"GUANGDONG BOBAOLON CO.,LTD.",002776,South China,Research Service,1,
"Sichuan Jiuyuan Yinhai Software Co.,Ltd",002777,SouthWest China,Information Technology,1,
"JIANGSU GAOKE PETROCHEMICAL CO., LTD",002778,East China,Manufacturing,1,
"ZHEJIANG ZHONGJIAN TECHNOLOGY CO.,LTD",002779,East China,Manufacturing,1,
"Beijing Sanfo Outdoor Products Co., Ltd",002780,North China,Wholesale & Retail,1,
"SHENZHEN QIXIN  GROUP CO., LTD.",002781,South China,Construction,1,
"ShenZhen Click Technology Co.,LTD",002782,South China,Manufacturing,1,
"HUBEI KAILONG CHEMICAL GROUP CO.,LTD",002783,Central China,Manufacturing,1,
"XIAMEN WANLI STONE STOCK CO.,LTD",002785,East China,Manufacturing,1,
"SHENZHEN SILVER BASIS TECHNOLOGY CO.,LTD",002786,South China,Manufacturing,1,
"Suzhou Hycan Holdings Co., Ltd.",002787,East China,Manufacturing,1,
"LUYAN PHARMA CO.,LTD",002788,East China,Wholesale & Retail,1,
"SHENZHEN JIANYI DECORATION GROUP CO.,LTD.",002789,South China,Construction,1,
"Xiamen R&T Plumbing Technology Co., Ltd.",002790,East China,Manufacturing,1,
"Guangdong KinLong Hardware Products Co.,Ltd.",002791,South China,Manufacturing,1,
TONGYU COMMUNICATION INC.,002792,South China,Manufacturing,1,
"Luoxin Pharmaceuticals Group Stock Co., Ltd.",002793,East China,Manufacturing,1,
"Yorhe Fluid Intelligent Control CO., LTD.",002795,East China,Manufacturing,1,
Suzhou Shijia Science & Technology Inc.,002796,East China,Manufacturing,1,
"First Capital Securities Co., Ltd.",002797,South China,Financial,1,
"D&O Home Collection Co.,LTD",002798,SouthWest China,Manufacturing,1,
"XI"" AN GLOBAL PRINTING CO., LTD",002799,NorthWest China,Manufacturing,1,
"XinJiang Tianshun Supply Chain CO.,LTD.",002800,NorthWest China,Transportation,1,
"HANGZHOU WEIGUANG ELECTRONIC CO.,LTD.",002801,East China,Manufacturing,1,
"Wuxi Honghui New Materials Technology Co.,Ltd.",002802,East China,Manufacturing,1,
"Xiamen Jihong Technology Co.,Ltd",002803,East China,Information Technology,1,
"Shandong Fengyuan Chemical Co.,Ltd",002805,East China,Manufacturing,1,
"Guangdong Huafeng New Energy Technology Co.,Ltd.",002806,South China,Manufacturing,1,
"Jiangsu Jiangyin Rural Commercial Bank CO.,LTD",002807,East China,Financial,1,
Suzhou Goldengreen Technologies Ltd.,002808,East China,Manufacturing,1,
"Guangdong Redwall New Materials Co., Ltd.",002809,South China,Manufacturing,1,
"SHANDONG HEAD CO.,LTD.",002810,East China,Manufacturing,1,
"Shenzhen Cheng Chung Design Co.,Ltd.",002811,South China,Construction,1,
"Yunnan Energy New Material Co., Ltd.",002812,SouthWest China,Manufacturing,1,
"ShenZhen RoadRover Technology Co.,Ltd",002813,South China,Manufacturing,1,
"Suntak  Technology Co., Ltd.",002815,South China,Manufacturing,1,
"Shenzhen HeKeda Precision Cleaning Equipment Co., Ltd.",002816,South China,Manufacturing,1,
"Anhui Huangshan Capsule Co.,Ltd",002817,East China,Manufacturing,1,
"Chengdu Fusen Noble-House Industrial Co.,Ltd.",002818,SouthWest China,Business Service,1,
"Beijing Oriental Jicheng Co.,Ltd",002819,North China,Wholesale & Retail,1,
"Tianjin Guifaxiang 18th Street Mahua Food Co., Ltd.",002820,North China,Manufacturing,1,
"Asymchem Laboratories (Tianjin) Co., Ltd.",002821,North China,Manufacturing,1,
"Shenzhen Zhongzhuang Construction Group Co.,Ltd.",002822,South China,Construction,1,
"Shenzhen Kaizhong Precision Technology Co., Ltd.",002823,South China,Manufacturing,1,
"GUANGDONG HOSHION INDUSTRIAL ALUMINIUM CO., LTD.",002824,South China,Manufacturing,1,
"SHANGHAI NAR INDUSTRIAL CO., LTD.",002825,East China,Manufacturing,1,
TIBET AIM PHARM. INC.,002826,SouthWest China,Manufacturing,1,
"Tibet GaoZheng Explosive Co., Ltd.",002827,SouthWest China,Manufacturing,1,
"Xinjiang Beiken Energy Engineering  Co.,Ltd.",002828,NorthWest China,Mining,1,
"Beijing StarNeto Technology Co.,Ltd",002829,North China,Manufacturing,1,
"Shenzhen Mingdiao Decoration Co., Ltd.",002830,South China,Construction,1,
"ShenZhen YUTO Packaging Technology Co., Ltd.",002831,South China,Manufacturing,1,
"BIEM.L.FDLKK GARMENT CO.,LTD.",002832,South China,Manufacturing,1,
"GuangZhou KDT Machinery Co.,Ltd.",002833,South China,Manufacturing,1,
"SHENZHEN TVT DIGITAL TECHNOLOGY CO., LTD.",002835,South China,Manufacturing,1,
"Guangdong New Grand Long Packing Co., Ltd.",002836,South China,Manufacturing,1,
"SHENZHEN ENVICOOL TECHNOLOGY CO., LTD.",002837,South China,Manufacturing,1,
"Shandong Dawn Polymer Co.,Ltd.",002838,East China,Manufacturing,1,
"Jiangsu Zhangjiagang Rural  Commercial Bank Co., Ltd",002839,East China,Financial,1,
"Zhejiang Huatong Meat Products Co., Ltd.",002840,East China,Manufacturing,1,
Guangzhou Shiyuan Electronic Technology Company Limited,002841,South China,Manufacturing,1,
"GuangDong XiangLu Tungsten Co.,Ltd",002842,South China,Manufacturing,1,
"Bichamp Cutting Technology(Hunan) Co.,Ltd.",002843,Central China,Manufacturing,1,
"Shenzhen TXD Technology Co., Ltd.",002845,South China,Manufacturing,1,
"Guangdong Enpack Packaging Co.,Ltd.",002846,South China,Manufacturing,1,
"Yankershop Food Co., Ltd",002847,Central China,Manufacturing,1,
"Gospell Digital Technology Co.,Ltd",002848,Central China,Manufacturing,1,
"Zhejiang Viewshine Intelligent Meter Co.,Ltd.",002849,East China,Manufacturing,1,
"Shenzhen Kedali Industry Co., Ltd.",002850,South China,Manufacturing,1,
"Shenzhen Megmeet Electrical Co., Ltd.",002851,South China,Manufacturing,1,
"Daodaoquan Grain and Oil Co.,Ltd.",002852,Central China,Manufacturing,1,
"Guangdong Piano Customized Furniture Co., Ltd.",002853,South China,Manufacturing,1,
"Dongguan Chitwing Technology Co., Ltd.",002855,South China,Manufacturing,1,
"SHENZHEN MAGIC DESIGN & DECORATION ENGINEERING CO.,LTD.",002856,South China,Construction,1,
"SMS Electric Co.,Ltd.Zhengzhou",002857,Central China,Manufacturing,1,
"Shanghai Lisheng Racing Co.,Ltd.",002858,East China,Media,1,
"Zhejiang Jiemei Electronic And Technology Co., Ltd.",002859,East China,Manufacturing,1,
"Hangzhou Star Shuaier Electric Appliance Co., Ltd.",002860,East China,Manufacturing,1,
"YingTong Telecommunication Co.,Ltd.",002861,Central China,Manufacturing,1,
"Shifeng Cultural Development Co., Ltd.",002862,South China,Manufacturing,1,
"ZHEJIANG JINFEI KAIDA WHEEL CO.,LTD",002863,East China,Manufacturing,1,
SHAANXI PANLONG PHARMACEUTICAL GROUP LIMITED BY SHARE LTD,002864,NorthWest China,Manufacturing,1,
"Hainan Drinda Automotive Trim Co., Ltd.",002865,South China,Manufacturing,1,
"Jiangsu Transimage Technology Co., Ltd.",002866,East China,Manufacturing,1,
"CHOW TAI SENG JEWELLERY CO., LTD.",002867,South China,Manufacturing,1,
"LIFECOME BIOCHEMISTRY CO., LTD.",002868,East China,Manufacturing,1,
"Shenzhen Genvict Technologies Co., Ltd.",002869,South China,Manufacturing,1,
GUANGDONG SENSSUN WEIGHING APPARATUS GROUP LTD.,002870,South China,Manufacturing,1,
"QINGDAO WEFLO VALVE CO., LTD.",002871,East China,Manufacturing,1,
"Tiansheng Pharmaceutical Group Co.,LTD.",002872,SouthWest China,Wholesale & Retail,1,
"Guiyang Xintian Pharmaceutical Co.,Ltd.",002873,SouthWest China,Manufacturing,1,
"Annil Co.,Ltd",002875,South China,Manufacturing,1,
"Shenzhen Sunnypol Optoelectronics Co.,Ltd.",002876,South China,Manufacturing,1,
"Wuxi Smart Auto-control Engineering Co., Ltd.",002877,East China,Manufacturing,1,
"BEIJING YUANLONG YATO CULTURE DISSEMINATION Co., LTD.",002878,North China,Business Service,1,
"CHANG LAN ELECTRIC TECHNOLOGY CO.,LTD.",002879,Central China,Manufacturing,1,
"SHENZHEN WEIGUANG BIOLOGICAL PRODUCTS Co.,Ltd",002880,South China,Manufacturing,1,
"MeiG Smart Technology Co., Ltd",002881,South China,Manufacturing,1,
"Jinlongyu Group Co.,Ltd.",002882,South China,Manufacturing,1,
"Jiangsu Zhongshe Group CO., Ltd.",002883,East China,Research Service,1,
"Guangdong LingXiao Pump Industry Co., Ltd.",002884,South China,Manufacturing,1,
"Shenzhen JingQuanHua Electronics Co.,Ltd.",002885,South China,Manufacturing,1,
"Shenzhen WOTE Advanced Materials Co., Ltd.",002886,South China,Manufacturing,1,
"Tianjin LVYIN Landscape and Ecology Construction Co., Ltd.",002887,North China,Environment Protection,1,
"HiVi Acoustics Technology Co., Ltd",002888,South China,Manufacturing,1,
"Shenzhen Easttop Supply Chain Management Co., Ltd.",002889,South China,Business Service,1,
"Shandong Hongyu Agricultural Machinery Co.,Ltd.",002890,East China,Manufacturing,1,
"YANTAI CHINA PET FOODS CO., LTD.",002891,East China,Manufacturing,1,
"KELI MOTOR GROUP CO.,LTD.",002892,Central China,Manufacturing,1,
"Beijing Hua Yuan Yi Tong Thermal Technology Co., Ltd.",002893,North China,Utilities,1,
Guizhou Chanhen Chemical Corporation,002895,SouthWest China,Manufacturing,1,
"NINGBO ZHONGDA LEADER INTELLIGENT TRANSMISSION CO., LTD.",002896,East China,Manufacturing,1,
"Wenzhou Yihua Connector Co., Ltd.",002897,East China,Manufacturing,1,
"Zhuhai Sailong Pharmaceutical Co., Ltd.",002898,South China,Manufacturing,1,
"IMPULSE (QINGDAO) HEALTH TECH CO., LTD.",002899,East China,Manufacturing,1,
"HARBIN MEDISAN PHARMACEUTICAL CO.,LTD.",002900,NorthEast China,Manufacturing,1,
DOUBLE MEDICAL TECHNOLOGY INC.,002901,East China,Manufacturing,1,
"Dongguan Mentech Optical & Magnetic Co., Ltd.",002902,South China,Manufacturing,1,
"YUHUAN CNC MACHINE TOOL Co.,Ltd.",002903,Central China,Manufacturing,1,
Guangzhou Jinyi Media Corporation,002905,South China,Media,1,
Foryou Corporation,002906,South China,Manufacturing,1,
"Chongqing Pharscin Pharmaceutical Co., Ltd.",002907,SouthWest China,Manufacturing,1,
"GUANGDONG TECSUN SCIENCE & TECHNOLOGY CO., LTD.",002908,South China,Information Technology,1,
"Guangzhou Jointas Chemical Co., Ltd.",002909,South China,Manufacturing,1,
"Lanzhou Zhuangyuan Pasture CO., LTD.",002910,NorthWest China,Manufacturing,1,
"Foran Energy Group Co.,Ltd.",002911,South China,Utilities,1,
"Shenzhen Sinovatio Technology Co., Ltd.",002912,South China,Information Technology,1,
"Aoshikang Technology Co. , Ltd",002913,Central China,Manufacturing,1,
"ZHEJIANG ZHONGXIN FLUORIDE MATERIALS CO., LTD",002915,East China,Manufacturing,1,
"Shennan Circuits Co., Ltd.",002916,South China,Manufacturing,1,
SHENZHEN KING EXPLORER SCIENCE AND TECHNOLOGY CORPORATION,002917,South China,Manufacturing,1,
"Monalisa Group CO.,Ltd",002918,South China,Manufacturing,1,
"MINGCHEN HEALTH Co.,Ltd.",002919,South China,Manufacturing,1,
"Huizhou Desay SV Automotive Co., Ltd.",002920,South China,Manufacturing,1,
"Shandong Liancheng Precision Manufacturing Co., Ltd.",002921,East China,Manufacturing,1,
"Eaglerise Electric & Electronic(China)Co., Ltd.",002922,South China,Manufacturing,1,
"Zhuhai Rundu Pharmaceutical Co., Ltd.",002923,South China,Manufacturing,1,
Xiamen Intretech Inc.,002925,East China,Manufacturing,1,
"Huaxi Securities Co., Ltd.",002926,SouthWest China,Financial,1,
"GUIZHOU TAIYONG-CHANGZHENG TECHNOLOGY CO.,LTD.",002927,SouthWest China,Manufacturing,1,
"China Express Airlines Co.,LTD",002928,SouthWest China,Transportation,1,
"Runjian Co., Ltd.",002929,South China,Information Technology,1,
"Guangdong Great River Smarter Logistics Co., Ltd.",002930,South China,Transportation,1,
"Zhejiang Fenglong Electric Co., Ltd.",002931,East China,Manufacturing,1,
"Wuhan Easy Diagnosis Biomedicine Co.,Ltd.",002932,Central China,Manufacturing,1,
"Beijing Emerging Eastern Aviation Equipment Co., Ltd.",002933,North China,Manufacturing,1,
"CHENGDU SPACEON ELECTRONICS CO., LTD.",002935,SouthWest China,Manufacturing,1,
"BANK OF ZHENGZHOU CO., LTD.",002936,Central China,Financial,1,
"Ningbo Sunrise Elc Technology Co.,Ltd.",002937,East China,Manufacturing,1,
"Avary Holding (Shenzhen) Co., Limited",002938,South China,Manufacturing,1,
"CHINA GREAT WALL SECURITIES CO., LTD",002939,South China,Financial,1,
"Zhejiang Anglikang Pharmaceutical Co.,Ltd.",002940,East China,Manufacturing,1,
"Xinjiang Communications Construction Group Co., Ltd.",002941,NorthWest China,Construction,1,
"Zhejiang XinNong Chemical Co.,Ltd",002942,East China,Manufacturing,1,
"Hunan Yujing Machinery Co., Ltd.",002943,Central China,Manufacturing,1,
"ChinaLin Securities Co., Ltd.",002945,SouthWest China,Financial,1,
"New Hope Dairy Co., Ltd.",002946,SouthWest China,Manufacturing,1,
"Suzhou Hengmingda Electronic Technology Co., Ltd.",002947,East China,Manufacturing,1,
"BANK OF QINGDAO CO., LTD.",002948,East China,Financial,1,
"SHENZHEN CAPOL INTERNATIONAL&ASSOCIATES CO.,LTD",002949,South China,Research Service,1,
"Allmed Medical Products Co., Ltd",002950,Central China,Manufacturing,1,
"SICHUAN JINSHI TECHNOLOGY CO.,LTD",002951,SouthWest China,Manufacturing,1,
"Yes Optoelectronics (Group) Co., Ltd.",002952,NorthEast China,Manufacturing,1,
"Guangdong Rifeng Electric Cable Co.,Ltd.",002953,South China,Manufacturing,1,
"Hitevision Co., Ltd.",002955,North China,Manufacturing,1,
"GUILIN SEAMILD FOODS CO., LTD",002956,South China,Manufacturing,1,
"Shenzhen Colibri Technologies Co., Ltd.",002957,South China,Manufacturing,1,
Qingdao Rural Commercial Bank Corporation,002958,East China,Financial,1,
"BEAR ELECTRIC APPLIANCE CO.,LTD.",002959,South China,Manufacturing,1,
"Jade Bird Fire Co., Ltd.",002960,North China,Manufacturing,1,
"RUIDA FUTURES CO.,LTD.",002961,East China,Financial,1,
"HUBEI W-OLF PHOTOELECTRIC TECHNOLOGY CO., LTD.",002962,Central China,Manufacturing,1,
"Haoersai Technology Group Corp., Ltd.",002963,North China,Construction,1,
"Lucky Harvest Co.,Ltd.",002965,South China,Manufacturing,1,
"BANK OF SUZHOU CO.,LTD",002966,East China,Financial,1,
"GUANGZHOU GRG METROLOGY&TEST CO.,LTD.",002967,South China,Research Service,1,
"ChongQing New DaZheng Property Group Co., LTD.",002968,SouthWest China,Estate,1,
"Jiamei Food Packaging (Chuzhou) Co.,Ltd.",002969,East China,Manufacturing,1,
"STREAMAX TECHNOLOGY CO., LTD.",002970,South China,Manufacturing,1,
"Hubei Heyuan Gas Co.,Ltd.",002971,Central China,Manufacturing,1,
"Shenzhen Keanda Electronic Technology Corp., Ltd.",002972,South China,Manufacturing,1,
"QiaoYin City Management Co., Ltd.",002973,South China,Environment Protection,1,
"Zhuhai Bojay Electronics Co.,Ltd.",002975,South China,Manufacturing,1,
"Suzhou Cheersson Precision Metal Forming Co., Ltd.",002976,East China,Manufacturing,1,
"CHENGDU TIANJIAN TECHNOLOGY CO., LTD.",002977,SouthWest China,Manufacturing,1,
"Sichuan Anning Iron and Titanium Co.,Ltd.",002978,SouthWest China,Mining,1,
"China Leadshine Technology Co., Ltd.",002979,South China,Manufacturing,1,
"Shenzhen Everbest Machinery Industry Co.,Ltd",002980,South China,Manufacturing,1,
RISUNTEK INC.,002981,South China,Manufacturing,1,
Hunan Xiangjia Animal Husbandry Company Limited,002982,Central China,Agriculture,1,
"Anhui Coreach Technology Co.,Ltd",002983,East China,Manufacturing,1,
"QINGDAO SENTURY TIRE CO., LTD.",002984,East China,Manufacturing,1,
"BEIJING BEI MO GAO KE FRICTION MATERIAL CO.,LTD.",002985,North China,Manufacturing,1,
"HUNAN YUSSEN ENERGY TECHNOLOGY CO.,LTD.",002986,Central China,Manufacturing,1,
"NORTHKING INFORMATION TECHNOLOGY CO.,LTD.",002987,North China,Information Technology,1,
"Guangdong Haomei New Materials Co.,Ltd",002988,South China,Manufacturing,1,
"Shenzhen Strongteam Decoration Engineering Co.,Ltd.",002989,South China,Construction,1,
MAXVISION TECHNOLOGY CORP.,002990,South China,Information Technology,1,
"GANYUAN FOODS CO.,LTD.",002991,East China,Manufacturing,1,
"SHENZHEN BAOMING TECHNOLOGY CO.,LTD.",002992,South China,Manufacturing,1,
"Dongguan Aohai Technology Co., Ltd.",002993,South China,Manufacturing,1,
"Beijing Quanshi World Online Network Information Co., Ltd.",002995,North China,Information Technology,1,
"CHONGQING SHUNBO ALUMINUM CO., LTD.",002996,SouthWest China,Manufacturing,1,
"RAYHOO MOTOR DIES CO., LTD.",002997,East China,Manufacturing,1,
"ELITE COLOR ENVIRONMENTAL RESOURCES SCIENCE&TECHNOLOGY CO., LTD",002998,East China,Manufacturing,1,
"GUANGDONG TIANHE AGRICULTURAL MEANS OF PRODUCTION CO.,LTD.",002999,South China,Wholesale & Retail,1,
"HUAWEN FOOD CO., LTD.",003000,Central China,Manufacturing,1,
"Zhongyan Technology Co., Ltd.",003001,North China,Construction,1,
"Shanxi Huhua Group Co., Ltd.",003002,North China,Manufacturing,1,
"Guangdong Tengen Industrial Group Co., Ltd.",003003,South China,Manufacturing,1,
"BEIJING TELESOUND ELECTRONICS CO.,LTD.",003004,North China,Information Technology,1,
"BEIJING JINGYEDA TECHNOLOGY CO.,LTD.",003005,North China,Information Technology,1,
"Chongqing Baiya Sanitary Products Co., Ltd.",003006,SouthWest China,Manufacturing,1,
"Beijing ZZNode Technologies Co.,Ltd",003007,North China,Information Technology,1,
"Xuchang KETOP Testing Research Institute Co.,Ltd",003008,Central China,Research Service,1,
"Shaanxi Zhongtian Rocket Technology Co., Ltd",003009,NorthWest China,Manufacturing,1,
"Guangzhou Ruoyuchen Technology Co., Ltd.",003010,South China,Information Technology,1,
"ZHEJIANG WALRUS NEW MATERIAL CO., LTD.",003011,East China,Manufacturing,1,
"Guangdong Dongpeng Holdings Co., Ltd.",003012,South China,Manufacturing,1,
"Guangzhou Metro Design & Research Institute Co., Ltd.",003013,South China,Research Service,1,
"Jiangsu Rijiu Optoelectronics Jointstock Co.,Ltd",003015,East China,Manufacturing,1,
"XIN HEE CO.,LTD.",003016,East China,Manufacturing,1,
"ZHEJIANG DAYANG BIOTECH GROUP CO.,LTD.",003017,East China,Manufacturing,1,
"JinFu Technology Co., Ltd.",003018,South China,Manufacturing,1,
"TES Touch Embedded Solutions (Xiamen) Co., Ltd.",003019,East China,Manufacturing,1,
"Hefei Lifeon Pharmaceutical Co., Ltd.",003020,East China,Wholesale & Retail,1,
"SHENZHEN ZHAOWEI MACHINERY & ELECTRONIC CO., LTD.",003021,South China,Manufacturing,1,
Levima Advanced Materials Corporation,003022,East China,Manufacturing,1,
"Chengdu Rainbow Appliance(Group) Shares Co.,LTD.",003023,SouthWest China,Manufacturing,1,
"Sijin Intelligent Forming Machinery Co., Ltd.",003025,East China,Manufacturing,1,
"Zhejiang MTCN Technology Co., Ltd.",003026,East China,Manufacturing,1,
"Tongxing Environmental Protection Technology Co.,Ltd.",003027,East China,Environment Protection,1,
Genbyte Technology Inc.,003028,South China,Manufacturing,1,
"Jilin University Zhengyuan Information Technologies Co.,Ltd.",003029,NorthEast China,Information Technology,1,
"ZUMING BEAN PRODUCTS CO.,LTD.",003030,East China,Manufacturing,1,
"HEBEI SINOPACK ELECTRONIC TECHNOLOGY CO.,  LTD.",003031,North China,Manufacturing,1,
"Jiangsu Chuanzhiboke Education Technology Co., LTD.",003032,East China,Education,1,
"Qingdao CHOHO Industrial Co., Ltd.",003033,East China,Manufacturing,1,
"China Southern Power Grid Energy Efficiency&Clean Energy Co.,Ltd.",003035,South China,Research Service,1,
"Zhejiang Taitan Co.,Ltd.",003036,East China,Manufacturing,1,
"GUANGDONG SANHE PILE CO., LTD.",003037,South China,Manufacturing,1,
"Anhui Xinbo Aluminum Co.,Ltd.",003038,East China,Manufacturing,1,
"Guangdong Shunkong Development Co.,Ltd.",003039,South China,Utilities,1,
"CGN Power Co.,Ltd.",003816,South China,Utilities,1,
"Qingdao TGOOD Electric Co.,Ltd.",300001,East China,Manufacturing,1,
"Beijing Ultrapower Software Co., LTD",300002,North China,Information Technology,1,
"Lepu Medical Technology (Beijing) Co.,Ltd.",300003,North China,Manufacturing,1,
"NanFang Ventilator Co., Ltd.",300004,South China,Manufacturing,1,
"Toread  Holdings Group  Co., Ltd.",300005,North China,Manufacturing,1,
"Chongqing Lummy Pharmaceutical Co.,Ltd.",300006,SouthWest China,Manufacturing,1,
Hanwei Electronics Group Corporation,300007,Central China,Manufacturing,1,
"BESTWAY MARINE & ENERGY TECHNOLOGY CO., LTD.",300008,East China,Construction,1,
"ANHUI ANKE BIOTECHNOLOGY (GROUP)CO.,LTD.",300009,East China,Manufacturing,1,
DOUSHEN(BEIJING) EDUCATION &TECHNOLOGY INC.,300010,North China,Information Technology,1,
"Beijing Dinghan Technology Group Co.,Ltd.",300011,North China,Manufacturing,1,
"CENTRE TESTING INTERNATIONAL GROUP CO., LTD.",300012,South China,Research Service,1,
"JIANGSU XINNING MODERN LOGISTICS CO.,LTD.",300013,East China,Transportation,1,
"EVE Energy Co., Ltd.",300014,South China,Manufacturing,1,
"Aier Eye Hospital Group Co.,Ltd.",300015,Central China,Healthcare,1,
"Beijing Beilu Pharmaceutical Co.,Ltd",300016,North China,Manufacturing,1,
"Wangsu Science & Technology Co.,Ltd.",300017,East China,Information Technology,1,
"Wuhan Zhongyuan Huadian Science & Technology Co.,Ltd.",300018,Central China,Manufacturing,1,
"Chengdu Guibao Science & Technology Co.,Ltd",300019,SouthWest China,Manufacturing,1,
"Enjoyor  Co., Ltd.",300020,East China,Information Technology,1,
"DaYu Water-saving  Group Co.,Ltd.",300021,NorthWest China,Manufacturing,1,
"Gifore Agricultural Science & Technology Service Co., Ltd.",300022,SouthWest China,Wholesale & Retail,1,
"Bode Energy Equipment Co., Ltd",300023,NorthWest China,Financial,1,
"SIASUN ROBOT&AUTOMATION CO., LTD",300024,NorthEast China,Manufacturing,1,
"Hangzhou Huaxing Chuangye Communication Technology Co.,Ltd.",300025,East China,Information Technology,1,
"Tianjin Chase Sun Pharmaceutical Co., Ltd.",300026,North China,Manufacturing,1,
HUAYI BROTHERS MEDIA CORPORATION,300027,East China,Media,1,
"Jiang Su Hua Sheng Tian Long Photoelectric Equipment Co.,Ltd.",300029,East China,Manufacturing,1,
"GUANGZHOU IMPROVE  MEDICAL INSTRUMENTS CO., LTD.",300030,South China,Manufacturing,1,
"WUXI BOTON TECHNOLOGY CO.,LTD.",300031,East China,Information Technology,1,
"Jinlong Machinery & Electronic Co.,Ltd",300032,East China,Manufacturing,1,
"Hithink RoyalFlush Information Network Co., Ltd",300033,East China,Financial,1,
"Gaona Aero Material Co.,Ltd.",300034,North China,Manufacturing,1,
"Hunan Zhongke Electric Co.,Ltd.",300035,Central China,Manufacturing,1,
"Beijing SuperMap Software Co.,Ltd.",300036,North China,Information Technology,1,
"SHENZHEN CAPCHEM TECHNOLOGY CO.,LTD.",300037,South China,Manufacturing,1,
"Beijing Shuzhi Technology Co.,Ltd",300038,North China,Information Technology,1,
"Shanghai Kaibao Pharmaceutical Co.,Ltd.",300039,East China,Manufacturing,1,
"Harbin Jiuzhou Group Co.,Ltd.",300040,NorthEast China,Manufacturing,1,
"Hubei Huitian New Materials Co., Ltd",300041,Central China,Manufacturing,1,
"Netac Technology Co.,Ltd.",300042,South China,Manufacturing,1,
Rastar Group,300043,South China,Information Technology,1,
"Shenzhen Sunwin Intelligent Co.,Ltd.",300044,South China,Information Technology,1,
"Hwa Create Co., Ltd.",300045,North China,Manufacturing,1,
"TECH SEMICONDUCTORS CO., LTD.",300046,Central China,Manufacturing,1,
"SHENZHEN TIANYUAN DIC INFORMATION TECHNOLOGY CO.,LTD.",300047,South China,Information Technology,1,
"Hiconics Eco-energy Technology Co., Ltd.",300048,North China,Manufacturing,1,
"Inner Mongolia Furui Medical Science Co.,Ltd.",300049,North China,Manufacturing,1,
"DingLi Corp., Ltd",300050,South China,Information Technology,1,
"Xiamen 35.com Technology Co., Ltd.",300051,East China,Information Technology,1,
"SHENZHEN ZQGAME CO., LTD",300052,South China,Information Technology,1,
"Zhuhai Orbita Aerospace Science & Technology Co.,Ltd",300053,South China,Manufacturing,1,
"Hubei Dinglong CO.,Ltd.",300054,Central China,Manufacturing,1,
"Beijing Water Business Doctor Co.,Ltd.",300055,North China,Construction,1,
"Xiamen Zhongchuang Environmental Technology Co., Ltd",300056,East China,Manufacturing,1,
"Shantou Wanshun New Material Group Co., Ltd.",300057,South China,Manufacturing,1,
"BlueFocus Intelligent Communications Group Co., Ltd.",300058,North China,Business Service,1,
"East Money Information Co., Ltd.",300059,East China,Financial,1,
"QITIAN Technology Group Co., Ltd.",300061,East China,Business Service,1,
"CEEPOWER CO.,LTD.",300062,East China,Manufacturing,1,
"GUANGDONG TLOONG TECHNOLOGY GROUP CO.,LTD",300063,South China,Business Service,1,
"Zhengzhou Sino-Crystal Diamond Co.,Ltd.",300064,Central China,Manufacturing,1,
"Beijing Highlander Digital Technology Co.,Ltd.",300065,North China,Manufacturing,1,
"Sanchuan Wisdom Technology Co.,Ltd",300066,East China,Manufacturing,1,
"Shanghai Anoky Group Co., Ltd",300067,East China,Manufacturing,1,
"ZHEJIANG NARADA POWER SOURCE Co., Ltd.",300068,East China,Manufacturing,1,
"Zhejiang JinLiHua Electric Co.,LTD.",300069,East China,Manufacturing,1,
"BEIJING ORIGINWATER TECHNOLOGY CO.,LTD.",300070,North China,Environment Protection,1,
Spearhead Integrated Marketing Communication Group,300071,North China,Business Service,1,
"Beijing Sanju Environmental Protection & New Materials Co.,Ltd.",300072,North China,Manufacturing,1,
"Beijing Easpring Material Technology Co.,Ltd.",300073,North China,Manufacturing,1,
"AVCON Information Technology Co., Ltd.",300074,East China,Information Technology,1,
"Beijing eGOVA Co., Ltd",300075,North China,Information Technology,1,
"Ningbo GQY Video & Telecom Joint-Stock Co., Ltd.",300076,East China,Manufacturing,1,
Nations Technologies Inc.,300077,South China,Manufacturing,1,
"HANGZHOU CENTURY CO.,LTD.",300078,East China,Manufacturing,1,
"Sumavision Technologies Co.,Ltd",300079,North China,Manufacturing,1,
