Name,Code,Region,Industry,is_alive,expiry_date
"Shenzhen Sunlord Electronics Co.,Ltd.",002138,South China,Manufacturing,1,
"SHENZHEN TOPBAND CO., LTD.",002139,South China,Manufacturing,1,
East China Engineering Science and Technology Co.?Ltd.,002140,East China,Construction,1,
INFUND HOLDING CO.?LTD,002141,South China,Manufacturing,1,
"BANK OF NINGBO CO., LTD",002142,East China,Financial,1,
"Hongda High-Tech Holding Co.,Ltd.",002144,East China,Manufacturing,1,
"CNNC HUA YUAN TITANIUM DIOXIDE CO.,LTD",002145,NorthWest China,Manufacturing,1,
"RiseSun Real Estate Development Co.,Ltd.",002146,North China,Estate,1,
Neoglory prosperity Inc.,002147,East China,Estate,1,
"BEIJING BEWINNER COMMUNICATIONS CO., LTD.",002148,North China,Information Technology,1,
WESTERN METAL MATERIALS CO.? LTD,002149,NorthWest China,Manufacturing,1,
"JIANGSU TONGRUN EQUIPMENT TECHNOLOGY CO.,LTD.",002150,East China,Manufacturing,1,
"Beijing BDStar Navigation Co.,Ltd.",002151,North China,Manufacturing,1,
"GRG Banking Equipment Co., Ltd.",002152,South China,Manufacturing,1,
"Beijing Shiji Information Technology Co., Ltd.",002153,North China,Information Technology,1,
"BAOXINIAO HOLDING CO.,LTD.",002154,East China,Manufacturing,1,
Hunan Gold Corporation Limited,002155,Central China,Mining,1,
"TongFu Microelectronics Co.,Ltd.",002156,East China,Manufacturing,1,
"JIANGXI ZHENGBANG TECHNOLOGY CO.,LTD.",002157,East China,Manufacturing,1,
"SHANGHAI HANBELL PRECISE MACHINERY CO.,LTD.",002158,East China,Manufacturing,1,
"Wuhan Sante Cableways Group Co.,Ltd.",002159,Central China,Environment Protection,1,
JIANGSU ALCHA ALUMINIUM GROUP CO.? LTD.,002160,East China,Manufacturing,1,
"Invengo Information Technology Co., Ltd",002161,South China,Manufacturing,1,
"SHANGHAI  EVERJOY  HEALTH  GROUP  CO., LTD.",002162,East China,Manufacturing,1,
"Hainan Development Holdings Nanhai  Co., Ltd.",002163,South China,Construction,1,
"Ningbo Donly Co.,LTD",002164,East China,Manufacturing,1,
HONGBAOLI  GROUP  CORPORATION?LTD.,002165,East China,Manufacturing,1,
Guilin Layn Natural Ingredients Corp.,002166,South China,Manufacturing,1,
"GUANGDONG ORIENT ZIRCONIC IND SCI & TECH CO.,LTD.",002167,South China,Manufacturing,1,
"Shenzhen Hifuture Information Technology Co., Ltd.",002168,South China,Information Technology,1,
"GUANGZHOU ZHIGUANG ELECTRIC CO.,LTD.",002169,South China,Manufacturing,1,
"SHENZHEN BATIAN ECOTYPIC ENGINEERING CO., LTD.",002170,South China,Manufacturing,1,
"Anhui Truchum Advanced Materials and Technology Co.,Ltd.",002171,East China,Manufacturing,1,
Jiangsu Aoyang Health Industry Co.ltd.,002172,East China,Manufacturing,1,
"Innovative Medical Management Co.,Ltd.",002173,East China,Healthcare,1,
"YOUZU Interactive CO., LTD.",002174,East China,Information Technology,1,
Oriental Times Media Corporation,002175,South China,Manufacturing,1,
"JIANGXI  SPECIAL  ELECTRIC  MOTOR  CO.,LTD",002176,East China,Manufacturing,1,
"Guangzhou KingTeller Technology Co., Ltd.",002177,South China,Manufacturing,1,
SHANGHAI YANHUA SMARTECH  GROUP CO.?LTD.,002178,East China,Research Service,1,
"AVIC Jonhon Optronic Technology Co.,Ltd.",002179,Central China,Manufacturing,1,
Ninestar Corporation,002180,South China,Manufacturing,1,
"Guangdong Guangzhou Daily Media Co.,Ltd.",002181,South China,Business Service,1,
"NANJING YUNHAI SPECIAL METALS CO., LTD.",002182,East China,Manufacturing,1,
Eternal Asia Supply Chain Management Ltd.,002183,South China,Business Service,1,
Shanghai Hi-tech Control System Co.?Ltd,002184,East China,Manufacturing,1,
"Tianshui Huatian Technology Co.,Ltd.",002185,NorthWest China,Manufacturing,1,
"CHINA QUANJUDE(GROUP) CO.,LTD",002186,North China,Food,1,
"Guangzhou Grandbuy Co., Ltd.",002187,South China,Wholesale & Retail,1,
"BUS ONLINE CO., LTD.",002188,East China,Business Service,1,
"Costar Group Co., Ltd.",002189,Central China,Manufacturing,1,
SICHUAN CHENGFEI INTEGRATION TECHNOLOGY CORP.LTD,002190,SouthWest China,Manufacturing,1,
"SHENZHEN JINJIA GROUP CO.,LTD.",002191,South China,Manufacturing,1,
"YOUNGY Co.,Ltd.",002192,South China,Manufacturing,1,
"Shandong Ruyi Woolen Garment Group Co., Ltd.",002193,East China,Manufacturing,1,
"Wuhan Fingu Electronic Technology Co., LTD.",002194,Central China,Manufacturing,1,
"Shanghai 2345 Network Holding Group Co., Ltd.",002195,East China,Information Technology,1,
"ZHEJIANG FOUNDER MOTOR CO.,LTD.",002196,East China,Manufacturing,1,
"SZZT Electronics  CO., LTD.",002197,South China,Manufacturing,1,
"GUANGDONG JIAYING PHARMACEUTICAL CO., LTD.",002198,South China,Manufacturing,1,
"ZHEJIANG EAST CRYSTAL ELECTRONIC CO., LTD",002199,East China,Manufacturing,1,
"Yunnan Yuntou Ecology and Environment Technology Co., Ltd.",002200,SouthWest China,Agriculture,1,
"Jiangsu Jiuding New Material Co., Ltd",002201,East China,Manufacturing,1,
"XINJIANG GOLDWIND SCIENCE&TECHNOLOGY CO.,LTD",002202,NorthWest China,Manufacturing,1,
"ZHEJIANG HAILIANG Co.,Ltd.",002203,East China,Manufacturing,1,
"Dalian Huarui Heavy Industry Group Co.,LTD.",002204,NorthEast China,Manufacturing,1,
"XINJIANG GUOTONG PIPELINE CO.,LTD",002205,NorthWest China,Manufacturing,1,
"Zhejiang Hailide New Material CO.,Ltd.",002206,East China,Manufacturing,1,
"Xinjiang Zhundong Petroleum Technology Co., Ltd.",002207,NorthWest China,Mining,1,
"Hefei  Urban  Construction  Development  Co.,LTD",002208,East China,Estate,1,
"GUANGZHOU TECH-LONG PACKAGING MACHINERY CO., LTD.",002209,South China,Manufacturing,1,
"Shenzhen FeiMa International Supply Chain Co.,Ltd",002210,South China,Business Service,1,
Shanghai Hongda New Material Co.?LTD.,002211,East China,Manufacturing,1,
Topsec Technologies Group Inc.,002212,South China,Information Technology,1,
SHENZHEN DAWEI INNOVATION TECHNOLOGY COMPANY LIMITED,002213,South China,Manufacturing,1,
Zhejiang Dali Technology CO.?LTD,002214,East China,Manufacturing,1,
"SHENZHEN NOPOSION AGROCHEMICALS CO.,LTD.",002215,South China,Manufacturing,1,
"SANQUAN FOOD CO.,LTD",002216,Central China,Manufacturing,1,
"Holitech Technology Co., Ltd.",002217,East China,Manufacturing,1,
"SHENZHEN TOPRAYSOLAR CO., LTD.",002218,South China,Manufacturing,1,
"Hengkang medical Group Co.,LTD.",002219,NorthWest China,Manufacturing,1,
"ORIENTAL ENERGY CO., LTD.",002221,East China,Wholesale & Retail,1,
CASTECH  Inc.,002222,East China,Manufacturing,1,
"JIANGSU YUYUE MEDICAL EQUIPMENT & SUPPLY CO., LTD.",002223,East China,Manufacturing,1,
"Sanlux Co.,Ltd.",002224,East China,Manufacturing,1,
"Puyang Refractories Group Co., Ltd",002225,Central China,Manufacturing,1,
"ANHUI JIANGNAN CHEMICAL INDUSTRY CO.,LTD.",002226,East China,Manufacturing,1,
"SHENZHEN AUTO ELECTRIC POWER PLANT CO., LTD.",002227,South China,Manufacturing,1,
"Xiamen Hexing Packaging Printing Co.,Ltd",002228,East China,Manufacturing,1,
"HONGBO  CO.,LTD.",002229,East China,Manufacturing,1,
"IFLYTEK CO.,LTD.",002230,East China,Information Technology,1,
"ALLWIN TELECOMMUNICATION CO., Ltd.",002231,NorthEast China,Manufacturing,1,
"QiMing Information Technology Co.,Ltd",002232,NorthEast China,Information Technology,1,
"Guangdong Tapai Group Co., Ltd.",002233,South China,Manufacturing,1,
"SHANDONG MINHE ANIMAL HUSBANDRY CO., LTD.",002234,East China,Agriculture,1,
Xiamen Anne Corporation Limited,002235,East China,Information Technology,1,
"Zhejiang Dahua Technology Co.,Ltd.",002236,East China,Manufacturing,1,
"Shandong Humon Smelting Co., Ltd.",002237,East China,Manufacturing,1,
"SHENZHEN TOPWAY VIDEO COMMUNICATION CO., LTD.",002238,South China,Information Technology,1,
"Aotecar New Energy Technology Co.,Ltd.",002239,East China,Manufacturing,1,
"Shenzhen Chengxin Lithium Group Co., Ltd.",002240,South China,Manufacturing,1,
Goertek Inc.,002241,East China,Manufacturing,1,
Joyoung Company Limited,002242,East China,Manufacturing,1,
"SHENZHEN LEAGUER CO.,LTD.",002243,South China,Manufacturing,1,
"Hangzhou Binjiang Real Estate Group Co.,Ltd.",002244,East China,Estate,1,
Jiangsu Azure Corporation,002245,East China,Transportation,1,
"North Chemical Industries Co., Ltd.",002246,SouthWest China,Manufacturing,1,
"Zhejiang Juli Culture Development Co.,Ltd.",002247,East China,Information Technology,1,
"WEIHAI HUADONG AUTOMATION CO.,LTD",002248,East China,Manufacturing,1,
"ZHONGSHAN BROAD-OCEAN MOTOR CO.,LTD",002249,South China,Manufacturing,1,
"LIANHE CHEMICAL TECHNOLOGY CO.,LTD.",002250,East China,Manufacturing,1,
"Better Life Commercial Chain Share Co.,Ltd.",002251,Central China,Wholesale & Retail,1,
"Shanghai RAAS Blood Products Co.,Ltd.",002252,East China,Manufacturing,1,
"Wisesoft Co.,Ltd.",002253,SouthWest China,Information Technology,1,
"YANTAI TAYHO ADVANCED MATERIALS CO.,LTD.",002254,East China,Manufacturing,1,
"Suzhou Hailu Heavy Industry Co., Ltd",002255,East China,Manufacturing,1,
"Shenzhen Sunrise New Energy Co., Ltd.",002256,South China,Utilities,1,
"Lier Chemical Co.,LTD",002258,SouthWest China,Manufacturing,1,
"SICHUAN SHENGDA FORESTRY INDUSTRY CO., LTD",002259,SouthWest China,Utilities,1,
"DEA General Aviation Holding Co., Ltd.",002260,South China,Manufacturing,1,
"TALKWEB INFORMATION SYSTEM CO.,LTD.",002261,Central China,Information Technology,1,
Jiangsu Nhwa Pharmaceutical Co.?LTD,002262,East China,Manufacturing,1,
Zhejiang Great Southeast Company Limited,002263,East China,Manufacturing,1,
"NEW HUA DU SUPERCENTER CO.,Ltd.",002264,East China,Wholesale & Retail,1,
"YUNNAN XIYI INDUSTRY CO., LTD.",002265,SouthWest China,Manufacturing,1,
"ZHEFU HOLDING GROUP CO.,LTD.",002266,East China,Environment Protection,1,
"ShaanXi Provincial Natural Gas Co.,Ltd.",002267,NorthWest China,Utilities,1,
Westone Information Industry Inc.,002268,SouthWest China,Information Technology,1,
"Shanghai Metersbonwe Fashion & Accessories Co., Ltd",002269,East China,Manufacturing,1,
"HUAMING POWER EQUIPMENT CO., LTD.",002270,East China,Manufacturing,1,
"Beijing Oriental Yuhong Waterproof Technology Co.,Ltd.",002271,North China,Manufacturing,1,
"SICHUAN  CRUN  CO., LTD",002272,SouthWest China,Manufacturing,1,
"Zhejiang  Crystal-Optech Co.,Ltd.",002273,East China,Manufacturing,1,
JIANSU HUACHANG CHEMICAL CO.?LTD,002274,East China,Manufacturing,1,
"Guilin Sanjin Pharmaceutical Co.,Ltd",002275,South China,Manufacturing,1,
"Zhejiang Wanma Co., Ltd.",002276,East China,Manufacturing,1,
"Hunan Friendship&Apollo Commercial Co.,Ltd.",002277,Central China,Wholesale & Retail,1,
Shanghai SK Petroleum & Chemical Equipment Corporation Ltd,002278,East China,Manufacturing,1,
"Beijing Join-Cheer Software Co.,Ltd.",002279,North China,Information Technology,1,
"Hangzhou Lianluo Interactive Information Technology Co.,Ltd",002280,East China,Information Technology,1,
"Accelink Technologies Co., Ltd.",002281,Central China,Manufacturing,1,
"BOSUN Co.,Ltd.",002282,North China,Manufacturing,1,
"Tianrun Industry Technology Co., Ltd.",002283,East China,Manufacturing,1,
"ZHEJIANG ASIA-PACIFIC MECHANICAL & ELECTRONIC CO.,LTD",002284,East China,Manufacturing,1,
SHENZHEN WORLDUNION GROUP INCORPORATED,002285,South China,Estate,1,
"BAOLINGBAO BIOLOGY CO.,LTD.",002286,East China,Manufacturing,1,
"Tibet Cheezheng Tibetan Medicine Co.,Ltd",002287,SouthWest China,Manufacturing,1,
"GUANGDONG CHAOHUA TECHNOLOGY CO.,LTD.",002288,South China,Manufacturing,1,
"Shenzhen Success Electronics Co., Ltd",002289,South China,Manufacturing,1,
"SUZHOU HESHENG SPECIAL MATERIAL CO.,LTD",002290,East China,Manufacturing,1,
"SATURDAY CO.,LTD",002291,South China,Manufacturing,1,
Alpha Group,002292,South China,Manufacturing,1,
"LUOLAI LIFESTYLE TECHNOLOGY CO.,LTD.",002293,East China,Manufacturing,1,
"Shenzhen Salubris Pharmaceuticals Co., Ltd.",002294,South China,Manufacturing,1,
"Guangdong Jingyi Metal Co.,Ltd.",002295,South China,Manufacturing,1,
"HeNan Splendor Science&Technology Co.,Ltd.",002296,Central China,Manufacturing,1,
"HUNAN BOYUN NEW MATERIALS Co.,Ltd.",002297,Central China,Manufacturing,1,
"ANHUI SINONET & XINLONG SCIENCE & TECHNOLOGY CO., LTD.",002298,East China,Information Technology,1,
"Fujian Sunner Development Co., Ltd.",002299,East China,Agriculture,1,
"Fujian Nanping Sun Cable CO.,LTD.",002300,East China,Manufacturing,1,
"SHENZHEN COMIX GROUP CO., LTD.",002301,South China,Manufacturing,1,
"China West Construction Group Co.,Ltd.",002302,NorthWest China,Manufacturing,1,
"MYS GROUP CO., LTD.",002303,South China,Manufacturing,1,
"Jiangsu Yanghe Brewery Joint-Stock Co.,Ltd.",002304,East China,Manufacturing,1,
"LANGOLD REAL ESTATE CO.,LTD.",002305,Central China,Estate,1,
"Cloud Live Technology Group Co.,Ltd.",002306,North China,Food,1,
"Xinjiang Beixin Road & Bridge Group Co., Ltd.",002307,NorthWest China,Construction,1,
"Vtron Group Co.,Ltd.",002308,South China,Manufacturing,1,
"Jiangsu Zhongli Group Co.,Ltd.",002309,East China,Manufacturing,1,
"Beijing Orient Landscape & Environment Co.,Ltd.",002310,North China,Environment Protection,1,
"Guangdong Haid Group Co.,Limited",002311,South China,Manufacturing,1,
"Chengdu Santai Holding Group Co., Ltd.",002312,SouthWest China,Manufacturing,1,
"Sunsea AIoT Technology Co., Ltd.",002313,South China,Manufacturing,1,
"Shenzhen New Nanshan Holding (Group) Co.,Ltd",002314,South China,Estate,1,
"Focus Technology Co.,Ltd.",002315,East China,Information Technology,1,
"Shenzhen Asia Link Technology Development Co.,Ltd.",002316,South China,Information Technology,1,
"Guangdong Zhongsheng Pharmaceutical Co.,Ltd.",002317,South China,Manufacturing,1,
"Zhejiang JIULI Hi-tech Metals Co.,Ltd.",002318,East China,Manufacturing,1,
"LETONG CHEMICAL CO.,LTD.",002319,South China,Manufacturing,1,
"HAINAN STRAIT SHIPPING CO.,LTD.",002320,South China,Transportation,1,
"Henan Huaying Agricultural Development Co., Ltd.",002321,Central China,Agriculture,1,
"Ningbo Ligong Environment And Energy Technology Co.,Ltd",002322,East China,Information Technology,1,
"Shandong Yabo Technology CO., LTD.",002323,East China,Construction,1,
"SHANGHAI PRET COMPOSITES CO.,LTD.",002324,East China,Manufacturing,1,
"SHENZHEN HONGTAO GROUP CO.,LTD.",002325,South China,Construction,1,
"Zhejiang Yongtai Technology Co.,Ltd.",002326,East China,Manufacturing,1,
"Shenzhen Fuanna Bedding and Furnishing Co.,Ltd.",002327,South China,Manufacturing,1,
"SHANGHAI XINPENG INDUSTRY CO.,LTD.",002328,East China,Manufacturing,1,
"Royal Group Co.,Ltd.",002329,South China,Manufacturing,1,
"SHANDONG DELISI  FOOD CO.,LTD.",002330,East China,Manufacturing,1,
"Anhui Wantong Technology Co.,Ltd.",002331,East China,Information Technology,1,
"ZHEJIANG XIANJU PHARMACEUTICAL CO., LTD.",002332,East China,Manufacturing,1,
"ZYF Lopsking Aluminum Co.,Ltd.",002333,East China,Manufacturing,1,
"SHENZHEN INVT ELECTRIC CO., LTD.",002334,South China,Manufacturing,1,
"KEHUA DATA CO., LTD.",002335,East China,Manufacturing,1,
"RENRENLE COMMERCIAL GROUP CO.,LTD.",002336,South China,Wholesale & Retail,1,
"TIANJIN SAIXIANG TECHNOLOGY CO.,LTD",002337,North China,Manufacturing,1,
"Changchun Up Optotech Co., Ltd.",002338,NorthEast China,Manufacturing,1,
"INTEGRATED ELECTRONIC SYSTEMS LAB CO., LTD.",002339,East China,Manufacturing,1,
"GEM Co.,Ltd",002340,South China,Manufacturing,1,
"SHENZHEN SELEN SCIENCE & TECHNOLOGY CO.,LTD.",002341,South China,Manufacturing,1,
"JULI SLING CO.,LTD.",002342,North China,Manufacturing,1,
"CIWEN MEDIA Co.,Ltd.",002343,East China,Media,1,
"Haining China Leather Market Co.,Ltd",002344,East China,Business Service,1,
"GUANGDONG CHJ INDUSTRY CO., LTD.",002345,South China,Manufacturing,1,
"Shanghai Zhezhong Group Co., Ltd",002346,East China,Manufacturing,1,
"Taier Heavy Industry Co., Ltd.",002347,East China,Manufacturing,1,
"Goldlok Holdings (GuangDong) Co.,Ltd",002348,South China,Manufacturing,1,
"JINGHUA PHARMACEUTICAL GROUP CO., LTD.",002349,East China,Manufacturing,1,
"Beijing Creative Distribution Automation Co.,LTD",002350,North China,Manufacturing,1,
"Edifier Technology Co.,Ltd.",002351,South China,Manufacturing,1,
"S.F. Holding Co., Ltd.",002352,South China,Transportation,1,
"Yantai Jereh Oilfield Services Group Co., Ltd.",002353,East China,Manufacturing,1,
"Dalian Zeus Entertainment Co., Ltd.",002354,NorthEast China,Information Technology,1,
"Xingmin Intelligent Transportation Systems (Group) Co., Ltd.",002355,East China,Manufacturing,1,
"Shenzhen Hemei Group Co.,LTD.",002356,South China,Wholesale & Retail,1,
"Sichuan Fulin Transportation Group CO., LTD.",002357,SouthWest China,Transportation,1,
"Henan Senyuan Electric Co.,Ltd.",002358,Central China,Manufacturing,1,
"NORTHCOM GROUP CO., LTD.",002359,South China,Information Technology,1,
"SHANXI TOND CHEMICAL CO.,LTD.",002360,North China,Manufacturing,1,
"Anhui Shenjian New Materials Co.,Ltd",002361,East China,Manufacturing,1,
"Hanwang Technology Co.,Ltd.",002362,North China,Manufacturing,1,
"SHANDONG LONGJI MACHINERY CO.,LTD.",002363,East China,Manufacturing,1,
"HANGZHOU ZHONGHENG ELECTRIC Co., Ltd.",002364,East China,Manufacturing,1,
"QIANJIANG YONGAN PHARMACEUTICAL CO.,LTD.",002365,Central China,Manufacturing,1,
"Taihai Manoir Nuclear Equipment Co., Ltd.",002366,SouthWest China,Manufacturing,1,
"CANNY ELEVATOR CO., LTD.",002367,East China,Manufacturing,1,
Taiji Computer Corporation Limited,002368,North China,Information Technology,1,
"SHENZHEN ZOWEE TECHNOLOGY CO.,LTD.",002369,South China,Manufacturing,1,
"Zhejiang Yatai Pharmaceutical Co.,Ltd.",002370,East China,Manufacturing,1,
"NAURA Technology Group Co.,Ltd.",002371,North China,Manufacturing,1,
"Zhejiang Weixing New Building Materials Co.,Ltd.",002372,East China,Manufacturing,1,
"China TransInfo Technology Co., Ltd",002373,North China,Information Technology,1,
"SHANDONG CHIWAY INDUSTRY DEVELOPMENT CO.,LTD",002374,East China,Construction,1,
"ZHEJIANG YASHA DECORATION CO.,LTD.",002375,East China,Construction,1,
"Shandong New Beiyang Information Technology Co.,Ltd.",002376,East China,Manufacturing,1,
"Hubei Guochuang Hi-Tech Material Co.,Ltd",002377,Central China,Estate,1,
"Chongyi Zhangyuan Tungsten Co., Ltd.",002378,East China,Manufacturing,1,
Shandong Hongchuang Aluminum Industry Holding Company Limited,002379,East China,Manufacturing,1,
"Nanjing Sciyon ?Wisdom Technology Group Co., Ltd.",002380,East China,Information Technology,1,
"ZHEJIANG DOUBLE ARROW RUBBER CO., LTD.",002381,East China,Manufacturing,1,
"BLUE SAIL MEDICAL CO.,LTD.",002382,East China,Manufacturing,1,
"Beijing UniStrong Science&Technology Co.,Ltd.",002383,North China,Manufacturing,1,
"Suzhou Dongshan Precision Manufacturing Co., Ltd",002384,East China,Manufacturing,1,
"Beijing Dabeinong Technology Group Co.,Ltd",002385,North China,Manufacturing,1,
"YIBIN TIANYUAN GROUP CO., LTD.",002386,SouthWest China,Manufacturing,1,
Visionox Technology Inc.,002387,East China,Manufacturing,1,
"Shenzhen Sunyes Electronic Manufacturing Holding Co.,Ltd",002388,South China,Manufacturing,1,
"Aerospace CH UAV Co.,Ltd",002389,East China,Manufacturing,1,
"Guizhou Xinbang Pharmaceutical Co.,Ltd.",002390,SouthWest China,Manufacturing,1,
"JIANGSU CHANGQING AGROCHEMICAL CO.,LTD",002391,East China,Manufacturing,1,
"BEIJING LIER HIGH-TEMPERATURE MATERIALS CO., LTD.",002392,North China,Manufacturing,1,
"TIANJIN LISHENG PHARMACEUTICAL CO.,LTD.",002393,North China,Manufacturing,1,
Jiangsu lianfa textile Co.Ltd.,002394,East China,Manufacturing,1,
"WUXI DOUBLE ELEPHANT MICRO FIBRE MATERIAL CO.,LTD",002395,East China,Manufacturing,1,
"Fujian Star-net Communication Co.,Ltd.",002396,East China,Manufacturing,1,
"Hunan Mendale Hometextile Co.,LTD",002397,Central China,Manufacturing,1,
"LETS HOLDING GROUP CO.,LTD.",002398,East China,Manufacturing,1,
"SHENZHEN HEPALINK PHARMACEUTICAL GROUP CO.,LTD.",002399,South China,Manufacturing,1,
"Guangdong Advertising Group CO.,Ltd.",002400,South China,Business Service,1,
"COSCO SHIPPING Technology Co., Ltd.",002401,East China,Information Technology,1,
"Shenzhen H&T Intelligent Control Co.,Ltd.",002402,South China,Manufacturing,1,
"AISHIDA CO.,LTD.",002403,East China,Manufacturing,1,
"Zhejiang Jiaxin Silk Corp.,Ltd",002404,East China,Manufacturing,1,
"NavInfo Co.,Ltd.",002405,North China,Information Technology,1,
"Xuchang Yuandong Drive Shaft CO.,Ltd.",002406,Central China,Manufacturing,1,
"Do-Fluoride Chemicals Co., Ltd",002407,Central China,Manufacturing,1,
"ZIBO QIXIANG TENGDA CHEMICAL CO.,LTD.",002408,East China,Manufacturing,1,
"Jiangsu Yoke Technology Co., Ltd.",002409,East China,Manufacturing,1,
GLODON COMPANY LIMITED,002410,North China,Information Technology,1,
YanAn Bicon Pharmaceutical Listed Company,002411,NorthWest China,Manufacturing,1,
"Hunan Hansen Pharmaceutical Co.,Ltd.",002412,Central China,Manufacturing,1,
"JIANGSU LEIKE DEFENSE TECHNOLOGY CO., LTD.",002413,East China,Manufacturing,1,
"Wuhan Guide Infrared CO.,LTD",002414,Central China,Manufacturing,1,
"HANGZHOU HIKVISION DIGITAL TECHNOLOGY CO., LTD",002415,East China,Manufacturing,1,
"Shenzhen Aisidi CO.,LTD.",002416,South China,Wholesale & Retail,1,
"SUNA Co.,Ltd",002417,South China,Information Technology,1,
"ZHE JIANG KANGSHENG CO.,LTD.",002418,East China,Manufacturing,1,
"RAINBOW DIGITAL COMMERCIAL CO., LTD",002419,South China,Wholesale & Retail,1,
"GUANGZHOU ECHOM SCIENCE&TECHNOLOGY CO.,LTD.",002420,South China,Manufacturing,1,
"SHENZHEN DAS INTELLITECH CO., LTD.",002421,South China,Information Technology,1,
"SICHUAN KELUN PHARMACEUTICAL CO., LTD.",002422,SouthWest China,Manufacturing,1,
"COFCO CAPITAL HOLDINGS CO.,LTD.",002423,Central China,Financial,1,
"Guizhou Bailing Group Pharmaceutical Co., Ltd.",002424,SouthWest China,Manufacturing,1,
"Kaiser (China) Culture Co., LTD",002425,South China,Information Technology,1,
"Suzhou Victory Precision Manufacture Co.,Ltd.",002426,East China,Manufacturing,1,
"ZHEJIANG  UNIFULL  INDUSTRIAL  FIBRE  CO.,LTD",002427,East China,Manufacturing,1,
"Yunnan Lincang Xinyuan Germanium Industry Co.,LTD",002428,SouthWest China,Manufacturing,1,
"Shenzhen MTC Co.,LTD.",002429,South China,Manufacturing,1,
"HANGZHOU OXYGEN PLANT GROUP CO., LTD.",002430,East China,Manufacturing,1,
" PALM ECO-TOWN DEVELOPMENT CO., LTD.",002431,Central China,Construction,1,
"Andon Health Co.,Ltd.",002432,North China,Manufacturing,1,
"Guangdong Taiantang Pharmaceutical Co., Ltd",002433,South China,Manufacturing,1,
"Zhejiang Wanliyang Co., Ltd.",002434,East China,Manufacturing,1,
"ChangjiangRunfa Health Industry Co., Ltd.",002435,East China,Manufacturing,1,
"SHENZHEN FASTPRINT CIRCUIT TECH CO.,LTD.",002436,South China,Manufacturing,1,
"HARBIN GLORIA PHARMACEUTICALS Co., LTD",002437,NorthEast China,Manufacturing,1,
"Jiangsu Shentong Valve Co., Ltd",002438,East China,Manufacturing,1,
Venustech Group Inc.,002439,North China,Information Technology,1,
"Zhejiang Runtu Co.,LTD.",002440,East China,Manufacturing,1,
"ZHONGYEDA ELECTRIC CO.,LTD",002441,South China,Wholesale & Retail,1,
"LONGXING CHEMICAL STOCK CO., LTD.",002442,North China,Manufacturing,1,
"ZHEJIANG KINGLAND PIPELINE AND TECHNOLOGIES Co., Ltd.",002443,East China,Manufacturing,1,
"HANGZHOU GREATSTAR INDUSTRIAL CO., LTD.",002444,East China,Manufacturing,1,
"Jiangyin Zhongnan Heavy Industries Co., Ltd.",002445,East China,Media,1,
"Guangdong Shenglu Telecommunication Tech. Co., Ltd.",002446,South China,Manufacturing,1,
"Dalian Morningstar Network Technology Co.,Ltd.",002447,NorthEast China,Information Technology,1,
ZYNP Corporation,002448,Central China,Manufacturing,1,
"Foshan NationStar Optoelectronics Co., Ltd",002449,South China,Manufacturing,1,
"Kangde Xin Composite Material Group Co.,Ltd.",002450,East China,Manufacturing,1,
"SHANGHAI MORN ELECTRIC EQUIPMENT CO.,LTD",002451,East China,Manufacturing,1,
"Changgao Electric Group Co.,Ltd",002452,Central China,Manufacturing,1,
"Great Chinasoft Technology Co.,Ltd",002453,East China,Information Technology,1,
"SONGZ AUTOMOBILE AIR CONDITIONING CO., LTD",002454,East China,Manufacturing,1,
"Jiangsu Baichuan High-Tech New Materials Co., Ltd",002455,East China,Manufacturing,1,
"OFILM Group Co., Ltd.",002456,South China,Manufacturing,1,
Ningxia Qinglong Pipes Industry Group  Co.?Ltd.,002457,NorthWest China,Manufacturing,1,
"SHAN DONG YISHENG LIVESTOCK&POULTRY BREEDING CO.,LTD.",002458,East China,Agriculture,1,
"JA Solar Technology Co., Ltd.",002459,North China,Manufacturing,1,
"GANFENG LITHIUM CO., LTD.",002460,East China,Manufacturing,1,
"GUANGZHOU ZHUJIANG BREWERY CO.,LTD",002461,South China,Manufacturing,1,
"Cachet Pharmaceutical Co., Ltd.",002462,North China,Wholesale & Retail,1,
"WUS PRINTED CIRCUIT (KUNSHAN) CO.,LTD",002463,East China,Manufacturing,1,
"Whole Easy Internet Technology Co., Ltd.",002464,NorthWest China,Information Technology,1,
GUANGZHOU HAIGE COMMUNICATIONS GROUP INCORPORATED COMPANY,002465,South China,Manufacturing,1,
Tianqi Lithium Corporation,002466,SouthWest China,Manufacturing,1,
Net263 Ltd.,002467,North China,Information Technology,1,
"STO Express Co.,Ltd.",002468,East China,Transportation,1,
"SHANDONG SUNWAY PETROCHEMICAL ENGINEERING CO.,LTD.",002469,East China,Manufacturing,1,
"Kingenta Ecological Engineering Group Co., Ltd.",002470,East China,Manufacturing,1,
"Jiangsu Zhongchao Holding CO.,LTD.",002471,East China,Manufacturing,1,
"ZHEJIANG SHUANGHUAN DRIVELINE CO.,LTD",002472,East China,Manufacturing,1,
"NINGBO SUNLIGHT ELECTRICAL APPLIANCE CO.,LTD.",002473,East China,Manufacturing,1,
"Fujian Rongji Software Co., Ltd.",002474,East China,Information Technology,1,
"Luxshare Precision Industry Co.,LTD.",002475,South China,Manufacturing,1,
"SHANDONG POLYMER BIOCHEMICALS CO.,LTD.",002476,East China,Manufacturing,1,
"Jiangsu Changbao Steeltube Co., Ltd.",002478,East China,Manufacturing,1,
